,Title,Runtime.x,Rating.x,Director.x,Lead.x,Votes.x,Budget,Sequel,Rounded,Action,Adventure,Comedy,Drama,War,Music,Animation,History,Horror,Mystery,Thriller,Fantasy,Biography,Crime,Sci.Fi,Family,Sport,Romance,Western,Musical
299,Beauty and the Beast,129,7.1,Bill Condon,Emma Watson,117,160000000,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
300,Batman Begins,140,8.2,Christopher Nolan,Christian Bale,6,150000000,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
301,The Shape of Water,123,7.3,Guillermo del Toro,Sally Hawkins,151,20000000,0,7,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
302,The Father,97,8.2,Florian Zeller,Anthony Hopkins,39,6000000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
303,The Perks of Being a Wallflower,103,7.9,Stephen Chbosky,Logan Lerman,177,13000000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304,Ex Machina,108,7.7,Alex Garland,Alicia Vikander,183,15000000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
305,The Matrix Resurrections,148,5.7,Lana Wachowski,Keanu Reeves,90,190000000,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
306,Emancipation,132,6.1,Antoine Fuqua,Will Smith,61,120000000,0,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
307,Ghostbusters: Afterlife,124,7.1,Jason Reitman,Carrie Coon,51,75000000,1,7,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
308,Shazam!,132,7,David F. Sandberg,Zachary Levi,128,100000000,0,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,Vesper,114,5.9,Kristina Buozyte,Raffiella Chapman,32,5300000,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,The Fate of the Furious,136,6.6,F. Gary Gray,Vin Diesel,78,250000000,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
311,Brokeback Mountain,134,7.7,Ang Lee,Jake Gyllenhaal,131,14000000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312,There Will Be Blood,158,8.2,Paul Thomas Anderson,Daniel Day-Lewis,194,25000000,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,Closer,104,7.2,Mike Nichols,Natalie Portman,69,27000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
314,Ambulance,136,6.1,Michael Bay,Jake Gyllenhaal,227,40000000,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315,Casino Royale,144,8,Martin Campbell,Daniel Craig,205,150000000,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
316,My Bloody Valentine,101,5.4,Patrick Lussier,Jensen Ackles,191,15000000,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
317,The Big Short,130,7.8,Adam McKay,Christian Bale,155,50000000,0,8,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
318,The Avengers,143,8,Joss Whedon,Robert Downey Jr.,5,220000000,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
319,The Last Duel,152,7.4,Ridley Scott,Matt Damon,40,100000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
320,Man of Steel,143,7.1,Zack Snyder,Henry Cavill,225,225000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
321,Shrek,90,7.9,Andrew Adamson,Mike Myers,209,60000000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
322,Tropic Thunder,107,7.1,Ben Stiller,Ben Stiller,149,92000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323,Ready Player One,140,7.4,Steven Spielberg,Tye Sheridan,158,175000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
324,The French Dispatch,107,7.1,Wes Anderson,Benicio Del Toro,18,25000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
325,The Hangover,100,7.7,Todd Phillips,Zach Galifianakis,229,35000000,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,Murder Mystery,97,6,Kyle Newacheck,Adam Sandler,22,24000000,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
327,White Chicks,109,5.7,Keenen Ivory Wayans,Marlon Wayans,34,37000000,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
328,Nightmare Alley,150,7,Guillermo del Toro,Bradley Cooper,30,60000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
329,Vadh,110,7.1,Jaspal Singh Sandhu,Sanjay Mishra,113,500000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
330,Sweet Home Alabama,108,6.2,Andy Tennant,Reese Witherspoon,14,30000000,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
331,Medieval,125,5.9,Petr Jákl,Ben Foster,230,20300000,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
332,Ratatouille,111,8.1,Brad Bird,Brad Garrett,218,150000000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
333,The Proposal,108,6.7,Anne Fletcher,Sandra Bullock,122,40000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
334,A.I. Artificial Intelligence,146,7.2,Steven Spielberg,Haley Joel Osment,116,90000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
335,West Side Story,156,7.2,Steven Spielberg,Ansel Elgort,240,100000000,1,7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
336,Black Widow,134,6.7,Cate Shortland,Scarlett Johansson,139,200000000,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
337,The Pianist,150,8.5,Roman Polanski,Adrien Brody,239,35000000,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
338,The Equalizer,132,7.2,Antoine Fuqua,Denzel Washington,133,55000000,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
339,Watchmen,162,7.6,Zack Snyder,Jackie Earle Haley,184,120000000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
340,Fast Five,130,7.3,Justin Lin,Vin Diesel,138,125000000,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
341,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",143,6.9,Andrew Adamson,Tilda Swinton,145,180000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
342,Brimstone,148,7,Martin Koolhoven,Guy Pearce,147,14500000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
343,The Hunt,115,8.3,Thomas Vinterberg,Mads Mikkelsen,123,14000000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
344,Napoleon Dynamite,96,6.9,Jared Hess,Jon Heder,70,400000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
345,Zootopia,108,8,Byron Howard,Ginnifer Goodwin,174,150000000,0,8,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
346,Portrait of a Lady on Fire,122,8.1,Céline Sciamma,Noémie Merlant,249,5100000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
347,Kill Bill: Vol. 1,111,8.2,Quentin Tarantino,Uma Thurman,3,30000000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
348,500 Days of Summer,95,7.7,Marc Webb,Zooey Deschanel,178,7500000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,Cirkus,139,5.2,Rohit Shetty,Deepika Padukone,65,18000000,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
350,Father Stu,124,6.5,Rosalind Ross,Mark Wahlberg,67,4000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
351,The Martian,144,8,Ridley Scott,Matt Damon,243,108000000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
352,Blue Valentine,112,7.3,Derek Cianfrance,Ryan Gosling,62,1000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
353,Wonder Woman 1984,151,5.4,Patty Jenkins,Gal Gadot,100,200000000,1,5,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
354,Valentine,96,4.8,Jamie Blanks,Denise Richards,104,29000000,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
355,Murder on the Orient Express,114,6.5,Kenneth Branagh,Kenneth Branagh,94,55000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
356,Suspiria,152,6.7,Luca Guadagnino,Chloë Grace Moretz,233,20000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
357,Red Notice,118,6.3,Rawson Marshall Thurber,Dwayne Johnson,105,200000000,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
358,Morbius,104,5.2,Daniel Espinosa,Jared Leto,20,75000000,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
359,Room,118,8.1,Lenny Abrahamson,Brie Larson,150,13000000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
360,World War Z,116,7,Marc Forster,Brad Pitt,208,190000000,0,7,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
361,300,117,7.6,Zack Snyder,Gerard Butler,235,65000000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
362,Divergent,139,6.6,Neil Burger,Shailene Woodley,165,85000000,0,7,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
363,28 Days Later,113,7.5,Danny Boyle,Cillian Murphy,148,8000000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
364,The King,140,7.3,David Michôd,Tom Glynn-Carney,23,NA,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
365,Star Wars: The Rise Of Skywalker,141,6.5,J.J. Abrams,Daisy Ridley,162,275000000,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
366,Kung Fu Panda,92,7.6,Mark Osborne,Jack Black,168,130000000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
367,Spoiler Alert,112,7.2,Michael Showalter,Jim Parsons,112,NA,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
368,Moana,107,7.6,Ron Clements,Auli'i Cravalho,127,150000000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
369,"Argentina, 1985",140,7.6,Santiago Mitre,Ricardo Darín,53,NA,0,8,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
370,Silver Linings Playbook,122,7.7,David O. Russell,Bradley Cooper,214,21000000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
371,Margin Call,107,7.1,J.C. Chandor,Zachary Quinto,24,3500000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
372,Enola Holmes,123,6.6,Harry Bradbeer,Millie Bobby Brown,59,20000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
373,The Judge,141,7.4,David Dobkin,Robert Downey Jr.,56,50000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
374,Troll,101,5.8,Roar Uthaug,Ine Marie Wilmann,146,NA,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
375,Training Day,122,7.7,Antoine Fuqua,Denzel Washington,157,45000000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
376,The Maze Runner,113,6.8,Wes Ball,Dylan O'Brien,167,34000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
377,Mulholland Drive,147,7.9,David Lynch,Naomi Watts,130,15000000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
378,Wind River,107,7.7,Taylor Sheridan,Elizabeth Olsen,91,11000000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
379,American Hustle,138,7.2,David O. Russell,Christian Bale,171,40000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
380,Moonfall,130,5.1,Roland Emmerich,Halle Berry,238,140000000,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
381,The Curious Case of Benjamin Button,166,7.8,David Fincher,Brad Pitt,203,150000000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
382,Riddick,119,6.4,David Twohy,Vin Diesel,45,38000000,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
383,Troy,163,7.3,Wolfgang Petersen,Brad Pitt,180,185000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
384,Thor,115,7,Kenneth Branagh,Chris Hemsworth,242,250000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
385,Captain America: The First Avenger,124,6.9,Joe Johnston,Chris Evans,241,140000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
386,Zoolander,90,6.5,Ben Stiller,Ben Stiller,102,28000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
387,Shooter,124,7.1,Antoine Fuqua,Mark Wahlberg,125,61000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
388,Palm Springs,90,7.4,Max Barbakow,Andy Samberg,42,5000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
389,The Social Network,120,7.8,David Fincher,Jesse Eisenberg,213,40000000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
390,Dark Waters,126,7.6,Todd Haynes,Mark Ruffalo,246,11100000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
391,Lou,107,6.1,Anna Foerster,Allison Janney,95,NA,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
392,Jurassic World,124,6.9,Colin Trevorrow,Chris Pratt,201,150000000,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
393,Annihilation,115,6.8,Alex Garland,Natalie Portman,120,40000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
394,Turning Red,100,7,Domee Shi,Rosalie Chiang,19,175000000,0,7,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
395,Three Thousand Years of Longing,108,6.7,George Miller,Tilda Swinton,135,60000000,0,7,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
396,Possessor,103,6.5,Brandon Cronenberg,Andrea Riseborough,136,NA,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
397,The Conjuring,112,7.5,James Wan,Patrick Wilson,175,20000000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
398,The Intouchables,112,8.5,Olivier Nakache,François Cluzet,244,10800000,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
399,Into the Wild,148,8.1,Sean Penn,Emile Hirsch,199,15000000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
400,Thor: Ragnarok,130,7.9,Taika Waititi,Chris Hemsworth,221,180000000,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
401,The Visit,94,6.2,M. Night Shyamalan,Olivia DeJonge,26,5000000,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
402,Howl's Moving Castle,119,8.2,Hayao Miyazaki,Chieko Baisho,144,24000000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
403,Blue Is the Warmest Colour,180,7.7,Abdellatif Kechiche,Léa Seydoux,35,4240000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
404,EO,88,6.8,Jerzy Skolimowski,Sandra Drzymalska,143,NA,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,Idiocracy,84,6.5,Mike Judge,Luke Wilson,43,2400000,0,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
406,Hamilton,160,8.4,Thomas Kail,Lin-Manuel Miranda,250,12500000,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
407,Fantastic Beasts and Where to Find Them,132,7.2,David Yates,Eddie Redmayne,170,175000000,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,Signs,106,6.8,M. Night Shyamalan,Mel Gibson,132,72000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
409,Catherine Called Birdy,108,6.6,Lena Dunham,Bella Ramsey,173,NA,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
410,Inside Man,129,7.6,Spike Lee,Denzel Washington,134,45000000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
411,Ready or Not,95,6.8,Matt Bettinelli-Olpin,Samara Weaving,36,6000000,0,7,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
412,Hustle,117,7.3,Jeremiah Zagar,Adam Sandler,16,21000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
413,Thirteen Lives,147,7.8,Ron Howard,Viggo Mortensen,189,55000000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
414,Star Wars: Episode VII - The Force Awakens,138,7.8,J.J. Abrams,Daisy Ridley,248,306000000,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
415,The Man from U.N.C.L.E.,116,7.2,Guy Ritchie,Henry Cavill,118,84000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
416,Gangs of New York,167,7.5,Martin Scorsese,Leonardo DiCaprio,159,97000000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
417,Can You Keep a Secret?,94,5.3,Elise Durán,Alexandra Daddario,48,NA,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
418,The Lighthouse,109,7.4,Robert Eggers,Robert Pattinson,68,11000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
419,On the Line,104,5.4,Romuald Boulanger,Mel Gibson,195,NA,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
420,Run,90,6.7,Aneesh Chaganty,Sarah Paulson,236,1000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
421,Scooby-Doo,86,5.2,Raja Gosnell,Matthew Lillard,15,84000000,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
422,We're the Millers,110,7,Rawson Marshall Thurber,Jason Sudeikis,161,37000000,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
423,The Revenant,156,8,Alejandro G. Iñárritu,Leonardo DiCaprio,232,135000000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
424,The Day After Tomorrow,124,6.4,Roland Emmerich,Dennis Quaid,160,125000000,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
425,Emily,130,6.9,Frances O'Connor,Emma Mackey,114,NA,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
426,21 Jump Street,109,7.2,Phil Lord,Jonah Hill,187,42000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
427,Spider-Man: Homecoming,133,7.4,Jon Watts,Tom Holland,206,175000000,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
428,Battleship,131,5.8,Peter Berg,Alexander Skarsgård,89,209000000,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
429,Nocturnal Animals,116,7.5,Tom Ford,Amy Adams,107,22500000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
430,The VVitch: A New-England Folktale,92,6.9,Robert Eggers,Anya Taylor-Joy,98,4000000,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
431,Captain Marvel,123,6.8,Anna Boden,Brie Larson,188,152000000,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
432,Bros,115,6.4,Nicholas Stoller,Billy Eichner,92,22000000,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
433,Thirteen,100,6.8,Catherine Hardwicke,Evan Rachel Wood,245,2000000,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434,I Can Do Bad All by Myself,113,4.6,Tyler Perry,Tyler Perry,8,19000000,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
435,Blended,117,6.5,Frank Coraci,Adam Sandler,25,40000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
436,Sin City,124,8,Frank Miller,Mickey Rourke,224,40000000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
