,Title,Runtime.x,Rating.x,Director.x,Lead.x,Votes.x,Budget,Sequel,Rounded,Action,Adventure,Comedy,Drama,War,Music,Animation,History,Horror,Mystery,Thriller,Fantasy,Biography,Crime,Sci.Fi,Family,Sport,Romance,Western,Musical
701,Dawn of the Dead,101,7.3,Zack Snyder,Sarah Polley,"259,525",26000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
702,Eden Lake,91,6.7,James Watkins,Kelly Reilly,"87,513",2000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
703,Samaritan,102,5.7,Julius Avery,Sylvester Stallone,"47,854",100000000,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
704,Sleeping Beauty,101,5.3,Julia Leigh,Emily Browning,"33,289",3000000,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
705,Incendies,131,8.3,Denis Villeneuve,Lubna Azabal,"180,646",6800000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
706,Lost in Translation,102,7.7,Sofia Coppola,Bill Murray,"461,337",4000000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
707,Gone Baby Gone,114,7.6,Ben Affleck,Morgan Freeman,"276,947",19000000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
708,Doctor Strange,115,7.5,Scott Derrickson,Benedict Cumberbatch,"752,869",200000000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
709,Star Wars: Episode III - Revenge of the Sith,140,7.6,George Lucas,Hayden Christensen,"800,507",115000000,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
710,Desire,103,5.4,Laurent Bouhnik,Déborah Révy,"7,856",NA,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
711,The Princess and the Frog,97,7.1,Ron Clements,Anika Noni Rose,"150,105",105000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
712,Vanilla Sky,136,6.9,Cameron Crowe,Tom Cruise,"272,422",68000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713,"Love, Rosie",102,7.1,Christian Ditter,Lily Collins,"144,655",NA,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714,The King's Speech,118,8,Tom Hooper,Colin Firth,"686,119",15000000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
715,Nymphomaniac: Vol. II,124,6.6,Lars von Trier,Charlotte Gainsbourg,"94,232",4700000,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716,Sex and Lucía,128,7,Julio Medem,Paz Vega,"37,472",NA,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717,The Change-Up,112,6.3,David Dobkin,Jason Bateman,"186,892",52000000,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718,Knock Knock,99,4.9,Eli Roth,Keanu Reeves,"97,116",2500000,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
719,Transformers: The Last Knight,154,5.2,Michael Bay,Mark Wahlberg,"155,452",217000000,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
720,Above Suspicion,104,5.7,Phillip Noyce,Emilia Clarke,"6,603",12000000,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
721,8 Mile,110,7.2,Curtis Hanson,Eminem,"296,569",41000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
722,Burnt,101,6.6,John Wells,Bradley Cooper,"122,725",20000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
723,The Accountant,128,7.3,Gavin O'Connor,Ben Affleck,"300,683",44000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
724,Oldboy,104,5.8,Spike Lee,Josh Brolin,"77,495",30000000,1,6,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
725,Significant Other,84,5.7,Dan Berk,Maika Monroe,"7,704",NA,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
726,EuroTrip,92,6.6,Jeff Schaffer,Scott Mechlowicz,"212,740",25000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
727,Juno,96,7.5,Jason Reitman,Elliot Page,"528,217",7500000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
728,Bridge to Terabithia,96,7.2,Gabor Csupo,Josh Hutcherson,"161,306",17000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
729,Solo: A Star Wars Story,135,6.9,Ron Howard,Alden Ehrenreich,"353,773",275000000,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
730,Step Brothers,98,6.9,Adam McKay,Will Ferrell,"301,057",65000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
731,Ted,106,6.9,Seth MacFarlane,Mark Wahlberg,"622,393",65000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
732,The Equalizer 2,121,6.7,Antoine Fuqua,Denzel Washington,"164,674",62000000,1,7,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
733,Downfall,156,8.2,Oliver Hirschbiegel,Bruno Ganz,"358,928",14400000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
734,Bone Tomahawk,132,7.1,S. Craig Zahler,Kurt Russell,"105,201",1800000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
735,Soul,100,8,Pete Docter,Jamie Foxx,"336,976",150000000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
736,Seven Psychopaths,110,7.1,Martin McDonagh,Colin Farrell,"262,852",14000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
737,San Andreas,114,6.1,Brad Peyton,Dwayne Johnson,"242,440",110000000,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
738,Jurassic World: Fallen Kingdom,128,6.1,J.A. Bayona,Chris Pratt,"322,196",140000000,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
739,Mid90s,85,7.3,Jonah Hill,Sunny Suljic,"68,629",1700000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
740,The Old Guard,125,6.6,Gina Prince-Bythewood,Charlize Theron,"169,370",70000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
741,The Hunger Games: Mockingjay - Part 1,123,6.6,Francis Lawrence,Jennifer Lawrence,"462,830",125000000,1,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
742,Polar,118,6.3,Jonas Åkerlund,Mads Mikkelsen,"92,462",NA,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
743,Argo,120,7.7,Ben Affleck,Ben Affleck,"619,594",44500000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
744,Despicable Me,95,7.6,Pierre Coffin,Steve Carell,"554,123",69000000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745,A Beautiful Day in the Neighborhood,109,7.2,Marielle Heller,Matthew Rhys,"82,555",25000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746,Spectre,148,6.8,Sam Mendes,Daniel Craig,"446,338",200000000,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
747,Night at the Museum,108,6.4,Shawn Levy,Ben Stiller,"355,679",110000000,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
748,Marry Me,112,6.1,Kat Coiro,Jennifer Lopez,"34,221",23000000,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
749,X-Men: Apocalypse,144,6.9,Bryan Singer,James McAvoy,"440,840",178000000,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
750,I Came By,110,6.1,Babak Anvari,Antonio Aakeel,"27,304",NA,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
751,Predestination,97,7.4,Michael Spierig,Ethan Hawke,"287,604",5000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
752,Enough,115,5.7,Michael Apted,Jennifer Lopez,"44,992",50000000,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
753,Dodgeball: A True Underdog Story,92,6.7,Rawson Marshall Thurber,Ben Stiller,"254,666",20000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
754,Fantastic Mr. Fox,87,7.9,Wes Anderson,George Clooney,"238,522",40000000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
755,Old Henry,99,7.2,Potsy Ponciroli,Tim Blake Nelson,"28,199",1500000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
756,Freaky,102,6.3,Christopher Landon,Vince Vaughn,"61,876",6000000,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
757,The Phantom of the Opera,143,7.2,Joel Schumacher,Gerard Butler,"125,207",70000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
758,Sahara,124,6,Breck Eisner,Matthew McConaughey,"99,675",160000000,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
759,Bombshell,109,6.8,Jay Roach,Charlize Theron,"118,068",32000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
760,Captain America: The Winter Soldier,136,7.8,Anthony Russo,Chris Evans,"854,956",170000000,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
761,Senior Year,111,5.5,Alex Hardcastle,Rebel Wilson,"39,363",NA,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
762,Now You See Me 2,129,6.4,Jon M. Chu,Jesse Eisenberg,"297,009",120000000,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
763,Cinderella,105,6.9,Kenneth Branagh,Lily James,"180,337",95000000,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
764,Hot Fuzz,121,7.8,Edgar Wright,Simon Pegg,"511,531",14000000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
765,10 Cloverfield Lane,103,7.2,Dan Trachtenberg,John Goodman,"334,658",15000000,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
766,Spider-Man: Far from Home,129,7.4,Jon Watts,Tom Holland,"503,030",160000000,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
767,The Favourite,119,7.5,Yorgos Lanthimos,Olivia Colman,"204,701",15000000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
768,Sherlock Holmes,128,7.6,Guy Ritchie,Robert Downey Jr.,"641,536",90000000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
769,Before Sunset,80,8.1,Richard Linklater,Ethan Hawke,"269,102",2700000,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
770,Super 8,112,7,J.J. Abrams,Elle Fanning,"357,239",50000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
771,King Kong,187,7.2,Peter Jackson,Naomi Watts,"429,018",207000000,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
772,Spin Me Round,104,5.2,Jeff Baena,Alison Brie,"3,029",NA,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
773,Spencer,117,6.6,Pablo Larraín,Kristen Stewart,"70,539",18000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
774,Dogtooth,97,7.2,Yorgos Lanthimos,Christos Stergioglou,"99,005",308000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
775,It Follows,100,6.8,David Robert Mitchell,Maika Monroe,"248,356",1300000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
776,Warcraft,123,6.7,Duncan Jones,Travis Fimmel,"267,569",160000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
777,The Da Vinci Code,149,6.6,Ron Howard,Tom Hanks,"439,060",125000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
778,Army of Thieves,127,6.4,Matthias Schweighöfer,Matthias Schweighöfer,"79,895",7000000,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
779,R.I.P.D. 2: Rise of the Damned,102,4.5,Paul Leyden,Jeffrey Donovan,"3,470",130000000,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
780,Fantastic Four,100,4.3,Josh Trank,Miles Teller,"169,739",120000000,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
781,Kong: Skull Island,118,6.6,Jordan Vogt-Roberts,Tom Hiddleston,"324,736",185000000,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
782,Something in the Dirt,116,5.9,Justin Benson,Aaron Moorhead,"3,033",NA,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
783,The Greatest Beer Run Ever,126,6.8,Peter Farrelly,Zac Efron,"19,649",40000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
784,Movie 43,94,4.3,Elizabeth Banks,Emma Stone,"107,473",6000000,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
785,The Silencing,93,6.2,Robin Pront,Nikolaj Coster-Waldau,"27,016",NA,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
786,Quantum of Solace,106,6.6,Marc Forster,Daniel Craig,"453,986",220000000,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
787,Knowing,121,6.2,Alex Proyas,Nicolas Cage,"237,584",50000000,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
788,Hustlers,110,6.3,Lorene Scafaria,Constance Wu,"102,479",20700000,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
789,Mortal Kombat,110,6,Simon McQuoid,Lewis Tan,"177,281",55000000,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
790,Bumblebee,114,6.7,Travis Knight,Hailee Steinfeld,"170,097",135000000,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
791,Tomb Raider,119,6.3,Roar Uthaug,Alicia Vikander,"217,516",94000000,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
792,Greenland,119,6.4,Ric Roman Waugh,Gerard Butler,"120,718",35000000,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
793,The Princess Diaries,115,6.4,Garry Marshall,Julie Andrews,"150,720",26000000,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
794,Kiss Kiss Bang Bang,103,7.5,Shane Black,Robert Downey Jr.,"229,853",15000000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
795,Iron Man 2,124,6.9,Jon Favreau,Robert Downey Jr.,"826,244",200000000,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
796,Zero Dark Thirty,157,7.4,Kathryn Bigelow,Jessica Chastain,"305,970",40000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
797,Pirates of the Caribbean: On Stranger Tides,136,6.6,Rob Marshall,Johnny Depp,"534,953",250000000,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
798,Kantara,148,8.3,Rishab Shetty,Rishab Shetty,"91,020",1940000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
799,The Fault in Our Stars,126,7.7,Josh Boone,Shailene Woodley,"382,444",12000000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
800,American Sniper,133,7.3,Clint Eastwood,Bradley Cooper,"495,370",59000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
801,Venom: Let There Be Carnage,97,5.9,Andy Serkis,Tom Hardy,"230,257",110000000,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
802,The Other Guys,107,6.6,Adam McKay,Will Ferrell,"273,924",100000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
803,Toy Story 3,103,8.3,Lee Unkrich,Tom Hanks,"843,897",200000000,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
804,The Road,111,7.2,John Hillcoat,Viggo Mortensen,"242,979",25000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
805,Sicario: Day of the Soldado,122,7,Stefano Sollima,Benicio Del Toro,"152,330",35000000,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
806,Antichrist,108,6.5,Lars von Trier,Willem Dafoe,"129,333",3400000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
807,Charlie's Angels,118,4.9,Elizabeth Banks,Kristen Stewart,"75,308",48000000,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
808,Persuasion,108,5.8,Carrie Cracknell,Richard E. Grant,"30,772",NA,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
809,Through My Window,116,5.4,Marçal Forés,Clara Galle,"11,771",NA,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
810,Hidden,84,6.4,Matt Duffer,Alexander Skarsgård,"22,803",NA,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
811,Midnight in Paris,94,7.7,Woody Allen,Owen Wilson,"429,949",17000000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812,Alice in Wonderland,108,6.4,Tim Burton,Mia Wasikowska,"420,918",200000000,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
813,Collateral,120,7.5,Michael Mann,Tom Cruise,"411,064",65000000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
814,Lightyear,105,6.1,Angus MacLane,Chris Evans,"109,175",200000000,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
815,American Made,115,7.1,Doug Liman,Tom Cruise,"189,832",50000000,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
816,Limitless,105,7.4,Neil Burger,Bradley Cooper,"581,881",27000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
817,Jeepers Creepers,90,6.2,Victor Salva,Gina Philips,"132,754",10000000,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
818,Reminiscence,116,5.9,Lisa Joy,Hugh Jackman,"58,040",54000000,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
819,District 9,112,7.9,Neill Blomkamp,Sharlto Copley,"688,619",30000000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
820,Pirates of the Caribbean: Dead Man's Chest,151,7.3,Gore Verbinski,Johnny Depp,"727,670",225000000,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
821,The Rental,88,5.7,Dave Franco,Dan Stevens,"33,837",3500000,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
822,The Happening,91,5,M. Night Shyamalan,Mark Wahlberg,"209,977",48000000,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
823,Piranha 3D,88,5.5,Alexandre Aja,Elisabeth Shue,"93,050",24000000,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
824,RED,111,7,Robert Schwentke,Bruce Willis,"312,840",58000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
825,Jumper,88,6.1,Doug Liman,Hayden Christensen,"310,815",85000000,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
826,The Man from Toronto,110,5.8,Patrick Hughes,Kevin Hart,"50,977",75000000,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
827,Cloudy with a Chance of Meatballs,90,6.9,Phil Lord,Anna Faris,"238,911",100000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
828,The Autopsy of Jane Doe,86,6.8,André Øvredal,Brian Cox,"122,835",NA,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
829,The Lost Daughter,121,6.7,Maggie Gyllenhaal,Olivia Colman,"67,509",5000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
830,Enter the Void,161,7.2,Gaspar Noé,Nathaniel Brown,"82,530",13200000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
